id,label
DB5-hypotheticalMOF_5025573_2_0_0_27_15_4_repeat ,1.183462176
DB12-BEPVOJ01_clean_repeat ,3.034697433
DB0-m2_o19_o22_f0_pcu.sym.27_repeat ,8.537115131
DB0-m2_o3_o22_f0_pcu.sym.63_repeat ,3.512332115
DB0-m3_o1_o11_f0_pcu.sym.29_repeat ,8.291025888
DB0-m9_o20_o22_f0_sra.sym.110_repeat ,6.47147537
DB1-Al2O6-ADC_B-DPAC_B_No58_repeat ,17.5609836
DB0-m3_o11_o25_f0_pcu.sym.45_repeat ,12.76733101
DB0-m3_o10_o28_f0_pcu.sym.12_repeat ,6.820280211
DB1-Zn2O8N2-ADC_A-irmof6_A_No156_repeat ,12.27083543
DB0-m2_o4_o17_f0_nbo.sym.2_repeat ,3.693929089
DB1-Cu2N8-irmof20_B-irmof7_B_No364_repeat ,8.454642653
DB5-hypotheticalMOF_5066208_3_2_2_15_15_8_repeat ,2.848573816
DB0-m9_o17_o25_f0_sra.sym.1_repeat ,16.94624936
DB0-m29_o90_o151_f0_pts.sym.30_repeat ,9.847388449
DB0-m29_o99_o1470_f0_pts.sym.36_repeat ,13.18241981
DB0-m2_o9_o27_f0_nbo.sym.21_repeat ,3.550022755
DB0-m2_o2_o28_f0_pcu.sym.5_repeat ,8.843318158
DB6-cuf_4915_repeat ,12.43244158
DB0-m3_o153_o21_f0_fsc.sym.54_repeat ,11.96694219
DB0-m29_o99_o149_f0_pts.sym.108_repeat ,11.80325417
DB0-m2_o6_o20_f0_nbo.sym.163_repeat ,1.606051084
DB0-m3_o104_o159_f0_fsc.sym.11_repeat ,9.400835981
DB0-m2_o19_sod_repeat ,0.592516237
DB0-m2_o3_o26_f0_pcu.sym.26_repeat ,3.880844584
DB0-m3_o7_o20_f0_pcu.sym.56_repeat ,3.884108905
DB5-hypotheticalMOF_7951_1_1_0_0_17_0_repeat ,8.809463311
DB0-m3_o51_o13_f0_fsc.sym.83_repeat ,11.76907649
DB0-m3_o530_o156_f0_fsc.sym.89_repeat ,14.65468106
DB0-m2_o7_o9_f0_pcu.sym.55_repeat ,8.190587763
DB1-Cu2N8-AZO_B-irmof7_B_No543_repeat ,14.16044506
DB0-m29_o81_o420_f0_pts.sym.8_repeat ,21.24315315
DB0-m3_o430_o159_f0_fsc.sym.14_repeat ,16.92839358
DB0-m29_o97_o52_f0_pts.sym.31_repeat ,16.27738304
DB0-m3_o17_o114_f0_fsc.sym.53_repeat ,9.639270591
DB5-hypotheticalMOF_5041811_0_0_1_8_11_10_repeat ,8.53406005
DB0-m3_o18_o20_f0_pcu.sym.85_repeat ,11.74939619
DB0-m2_o11_o26_f0_pcu.sym.92_repeat ,14.94285928
DB0-m2_o24_o28_f0_nbo.sym.52_repeat ,2.084809127
DB0-m29_o97_o42_f0_pts.sym.40_repeat ,15.29081472
DB6-cuf_1590_repeat ,9.484317976
DB1-Zn2O8-AZO_A-irmof6_A_No169_repeat ,11.86392474
DB0-m9_o18_o20_f0_sra.sym.2_repeat ,7.212386774
DB0-m3_o24_o115_f0_fsc.sym.2_repeat ,15.78548556
DB5-hypotheticalMOF_5040684_3_1_1_15_18_0_repeat ,17.67952445
DB5-hypotheticalMOF_27892_0_0_2_7_7_2_repeat ,7.355676841
DB0-m3_o146_o158_f0_fsc.sym.9_repeat ,6.198510616
DB12-KOSJAF_clean_repeat ,11.05475828
DB0-m9_o18_o20_sra_0.4_CN_repeat ,12.84515444
DB0-m29_o91_o52_f0_pts.sym.95_repeat ,17.48441363
DB7-ddmof_21765_repeat ,6.263983597
DB0-m2_o19_o38_f0_fsc_repeat ,15.51303931
DB0-m3_o8_o21_f0_pcu.sym.3_repeat ,4.529484963
DB0-m2_o3_o11_f0_nbo.sym.40_repeat ,1.629629418
DB1-Zn2O8N2-BDC_A-DPAC_A_No256_repeat ,14.73093888
DB0-m29_o92_o102_f0_pts.sym.17_repeat ,20.5808205
DB0-m29_o97_o490_f0_pts.sym.70_repeat ,20.63413266
DB0-m2_o4_o4_f0_nbo.sym.25_repeat ,2.264077899
DB5-hypotheticalMOF_5062780_1_1_2_18_13_4_repeat ,5.01118292
DB0-m3_o2_o17_f0_pcu.sym.63_repeat ,16.0055559
DB0-m2_o2_o27_f0_nbo.sym.6_repeat ,1.160080825
DB12-NADZID_clean_repeat ,3.956831205
DB0-m2_o17_o23_f0_nbo.sym.99_repeat ,4.410996952
DB0-m3_o28_o84_f0_fsc_repeat ,17.00845804
DB0-m2_o6_brl_repeat ,1.220097076
DB5-hypotheticalMOF_5069124_0_0_2_20_15_7_repeat ,21.05188536
DB0-m9_o22_o24_f0_sra.sym.81_repeat ,1.935448529
DB5-hypotheticalMOF_5014640_2_1_0_3_10_0_repeat ,5.829430745
DB5-hypotheticalMOF_5017511_1_0_0_19_1_4_repeat ,2.505203917
DB0-m3_o23_o25_f0_nbo.sym.64_repeat ,2.494396744
DB6-cuf_2905_repeat ,8.524602942
DB0-m29_o90_o470_f0_pts.sym.46_repeat ,14.70014721
DB0-m29_o83_o430_f0_pts.sym.56_repeat ,11.9873223
DB0-m3_o11_o28_f0_pcu.sym.54_repeat ,16.4776514
DB0-m3_o96_o25_f0_fsc.sym.70_repeat ,19.3971955
DB5-hypotheticalMOF_5000438_2_0_0_12_7_2_repeat ,2.085850282
DB0-m3_o10_o29_f0_pcu.sym.4_repeat ,10.5753142
DB0-m3_o17_o25_f0_nbo.sym.31_repeat ,2.020914554
DB0-m3_o50_o6_f0_fsc.sym.8_repeat ,12.90160566
DB13-nbo-Syn031419_repeat ,11.23788944
DB0-m3_o6_o18_f0_pcu.sym.108_repeat ,7.307341786
DB0-m2_o13_o20_f0_pcu.sym.48_repeat ,4.473666162
DB0-m2_o16_o21_f0_pcu.sym.52_repeat ,14.46630995
DB0-m3_o25_o26_f0_pcu.sym.79_repeat ,4.613893073
DB12-FAPXIG_clean_repeat ,9.195349901
DB0-m3_o105_o18_f0_fsc.sym.9_repeat ,15.99920211
DB0-m2_o16_o20_f0_pcu.sym.21_repeat ,14.76417455
DB0-m2_o3_o18_f0_pcu.sym.55_repeat ,5.933179982
DB5-hypotheticalMOF_14317_2_0_0_16_21_7_repeat ,2.473042573
DB0-m2_o7_o25_f0_nbo.sym.159_repeat ,2.0540814
DB0-m3_o38_o39_f0_fof.sym.20_repeat ,14.73588797
DB1-Cu2N8-ADC_B-DPAC_B_No1479_repeat ,11.99036784
DB0-m2_o10_o21_f0_pcu.sym.15_repeat ,8.482775119
DB0-m3_o160_o52_f0_fsc.sym.36_repeat ,14.72442135
DB0-m3_o99_o23_f0_fsc.sym.34_repeat ,10.37270569
DB0-m2_o1_o24_f0_pcu.sym.53_repeat ,5.744876739
DB1-Zn2O8N2-irmof20_A-irmof8_A_No28_repeat ,15.60877534
DB0-m3_o4_o20_f0_pcu.sym.36_repeat ,12.52439969
DB0-m2_o23_o29_f0_pcu.sym.68_repeat ,6.41524356
DB0-m3_o150_o158_f0_fsc.sym.63_repeat ,8.322640401
DB0-m29_o84_o52_f0_pts.sym.96_repeat ,15.0438248
DB0-m29_o99_o172_f0_pts.sym.156_repeat ,5.016734043
DB12-ja506357n_si_002_clean_repeat ,3.852562757
DB0-m3_o500_o23_f0_fsc.sym.8_repeat ,9.547131736
DB1-Cu2O8N2-AZO_A-BDC_A_No47_repeat ,5.300625355
DB0-m2_o4_o6_f0_nbo.sym.36_repeat ,3.38342851
DB0-m3_o146_o22_f0_fsc.sym.93_repeat ,6.159102413
DB0-m3_o19_o1500_f0_fsc.sym.46_repeat ,7.517558706
DB5-hypotheticalMOF_5003088_1_1_0_18_7_0_repeat ,8.108049293
DB1-Zn2O8-fum_A-irmof20_A_No77_repeat ,10.9589251
DB0-m3_o11_o27_f0_pcu.sym.23_repeat ,6.059271614
DB1-AlO6-mof200_No1_repeat ,4.788012096
DB5-hypotheticalMOF_5044245_0_0_1_20_8_4_repeat ,10.06478942
DB1-Cu2O8-irmof14_A-irmof16_A_No622_repeat ,5.288012342
DB0-m2_o22_o27_f0_pcu.sym.23_repeat ,10.34255735
DB5-hypotheticalMOF_5045187_0_0_1_3_11_4_repeat ,11.24995474
DB1-Cu2O8N2-ADC_A-BDC_A_No856_repeat ,12.89121129
DB0-m3_o2_o16_f0_pcu.sym.7_repeat ,12.29799111
DB0-m3_o18_o450_f0_fsc.sym.42_repeat ,9.369946742
DB0-m3_o146_o14_f0_fsc.sym.16_repeat ,11.22273438
DB0-m3_o15_o20_f0_nbo.sym.14_repeat ,2.660335131
DB0-m3_o4_o27_f0_nbo.sym.12_repeat ,2.423739172
DB0-m2_o11_o29_f0_pcu.sym.5_repeat ,20.59784717
DB0-m9_o20_o23_f0_sra.sym.121_repeat ,5.986984338
DB0-m2_o8_o13_f0_pcu.sym.53_repeat ,7.765131757
DB5-hypotheticalMOF_5048255_1_0_1_19_18_13_repeat ,5.29239937
DB0-m3_o147_o22_f0_fsc.sym.6_repeat ,4.049603113
DB6-cuf_9199_repeat ,9.089497259
DB5-hypotheticalMOF_18051_1_0_1_21_2_12_repeat ,11.85747423
DB0-m3_o19_o28_f0_nbo.sym.48_repeat ,2.352787322
DB0-m3_o11_o15_f0_nbo.sym.99_repeat ,2.845638551
DB0-m3_o155_o46_f0_fsc.sym.11_repeat ,8.82959497
DB15-pcu_N123_E41_unopt_repeat ,4.282383957
DB0-m3_o88_o17_f0_fsc.sym.18_repeat ,9.267184771
DB0-m3_o43_o23_f0_fsc.sym.84_repeat ,15.34076799
DB0-m29_o81_o86_f0_pts.sym.3_repeat ,18.74579607
DB0-m3_o96_o22_f0_fsc.sym.69_repeat ,13.41409836
DB0-m29_o80_o153_f0_pts.sym.68_repeat ,12.0733364
DB0-m9_o21_o26_f0_sra.sym.16_repeat ,15.22019921
DB12-EKOPOK_clean_repeat ,7.386604401
DB6-cuf_7896_repeat ,4.89079111
DB1-Zn2O8N2-AZO_A-irmof6_A_No298_repeat ,29.2724136
DB0-m2_o24_o28_f0_nbo.sym.67_repeat ,2.862342764
DB0-m2_o10_o21_f0_pcu.sym.6_repeat ,7.689366483
DB1-Cu2O8N2-irmof10_A-irmof20_A_No378_repeat ,25.67395069
DB0-m3_o9_o13_f0_pcu.sym.69_repeat ,11.91986143
DB0-m3_o12_o27_f0_pcu.sym.76_repeat ,5.501438865
DB7-ddmof_1326_repeat ,9.288501493
DB0-m2_o3_o3_f0_pcu.sym.18_repeat ,2.780525851
DB0-m3_o1490_o23_f0_fsc.sym.11_repeat ,12.37298195
DB0-m3_o156_o470_f0_fsc.sym.12_repeat ,10.91852606
DB0-m2_o24_o24_f0_nbo.sym.94_repeat ,8.593992564
DB0-m2_o16_o18_f0_pcu.sym.9_repeat ,13.16086112
DB7-ddmof_20576_repeat ,10.20484229
DB0-m2_o11_o26_f0_pcu.sym.76_repeat ,12.0951488
DB0-m2_o3_o18_f0_pcu.sym.83_repeat ,7.441580244
DB6-cuf_2158_repeat ,16.5724206
DB0-m9_o20_o25_f0_sra.sym.45_repeat ,6.757604068
DB0-m2_o7_o16_f0_pcu.sym.94_repeat ,5.464061693
DB7-ddmof_5416_repeat ,7.20193625
DB0-m2_o22_o27_f0_nbo.sym.115_repeat ,1.628937019
DB0-m3_o1_o3_f0_nbo.sym.1_repeat ,1.990803551
DB5-hypotheticalMOF_2620_1_0_0_25_7_6_repeat ,6.336736258
DB0-m3_o3_o17_f0_pcu.sym.6_repeat ,4.577409701
DB5-hypotheticalMOF_1021_1_1_0_2_9_14_repeat ,2.431871353
DB0-m29_o84_o54_f0_pts.sym.51_repeat ,20.04785997
DB0-m2_o3_o9_f0_pcu.sym.88_repeat ,9.643415554
DB0-m29_o88_o90_f0_pts.sym.68_repeat ,13.19486714
DB1-Zn4O13-irmof6_A-irmof8_A_No125_repeat ,11.65318791
DB0-m2_o14_o16_f0_pcu.sym.61_repeat ,9.017682217
DB0-m3_o4_o25_f0_nbo.sym.102_repeat ,4.23718543
DB0-m2_o1_o11_f0_pcu.sym.12_repeat ,10.08044409
DB5-hypotheticalMOF_6822_0_0_0_11_17_13_repeat ,4.602735858
DB0-m2_o4_o28_f0_nbo.sym.57_repeat ,4.795738643
DB0-m3_o13_o19_f0_pcu.sym.76_repeat ,16.35958882
DB0-m2_o4_o4_f0_nbo.sym.65_repeat ,2.146711569
DB1-MIL47V-ADC_B-irmof20_B_No193_repeat ,10.4003652
DB0-m2_o20_o27_f0_nbo.sym.44_repeat ,1.567778313
DB5-hypotheticalMOF_5041023_1_0_1_15_15_10_repeat ,5.839689059
DB0-m2_o14_o22_f0_pcu.sym.13_repeat ,7.215504128
DB0-m29_o80_o49_f0_pts.sym.25_repeat ,10.15398297
DB0-m29_o96_o450_f0_pts.sym.68_repeat ,20.63328904
DB5-hypotheticalMOF_4998_0_0_0_1_2_12_repeat ,3.422003006
DB0-m2_o4_o22_f0_nbo.sym.18_repeat ,2.923213562
DB5-hypotheticalMOF_5036781_3_2_1_18_24_4_repeat ,5.959464062
DB1-Cu2O8N2-ADC_A-irmof7_A_No803_repeat ,20.57310371
DB0-m3_o20_o22_f0_nbo.sym.21_repeat ,1.243823871
DB0-m2_o9_o17_f0_pcu.sym.5_repeat ,9.525236619
DB0-m3_o9_o29_f0_pcu.sym.11_repeat ,10.5920383
DB5-hypotheticalMOF_5010702_1_0_0_8_12_10_repeat ,1.983777357
DB0-m2_o11_o21_f0_pcu.sym.82_repeat ,3.212355025
DB7-ddmof_4010_repeat ,17.52055506
DB7-ddmof_21028_repeat ,11.5563913
DB0-m3_o18_o148_f0_fsc.sym.25_repeat ,5.956667392
DB0-m3_o52_o159_f0_fsc.sym.1_repeat ,16.50032658
DB0-m29_o99_o52_f0_pts.sym.109_repeat ,11.52880476
DB0-m2_o6_o25_f0_nbo.sym.190_repeat ,2.109668392
DB0-m3_o4_o15_f0_nbo.sym.103_repeat ,7.03464803
DB0-m3_o4_o22_f0_nbo.sym.11_repeat ,6.193793062
DB0-m2_o11_o24_f0_pcu.sym.25_repeat ,11.20458046
DB0-m2_o22_o24_f0_pcu.sym.31_repeat ,6.697947427
DB5-hypotheticalMOF_5011889_3_1_0_20_24_0_repeat ,7.912661964
DB13-acs-Syn019086_repeat ,4.575988007
DB0-m2_o2_o26_f0_pcu.sym.29_repeat ,7.620806604
DB0-m2_o3_o11_f0_pcu.sym.74_repeat ,9.160932726
DB0-m2_o15_o25_f0_nbo.sym.106_repeat ,5.976297292
DB15-dmp_N76_E73_opt_repeat ,11.05307346
DB0-m18_o24_o105_f0_fsc_repeat ,11.93195772
DB0-m3_o22_o25_f0_nbo.sym.137_repeat ,3.165767102
DB12-CIXCAO_freeONLY_repeat ,8.56256086
DB0-m3_o160_o51_f0_fsc.sym.24_repeat ,12.00094223
DB0-m3_o460_o13_f0_fsc.sym.2_repeat ,6.647340897
DB0-m29_o81_o92_f0_pts.sym.27_repeat ,18.659477
DB0-m3_o14_o20_f0_nbo.sym.55_repeat ,3.993010637
DB0-m29_o99_o109_f0_pts.sym.88_repeat ,21.38211576
DB0-m2_o17_o22_f0_nbo.sym.100_repeat ,5.572376105
DB0-m23_o11_o149_f0_pcu_repeat ,11.19111827
DB0-m2_o11_o22_f0_pcu.sym.48_repeat ,9.459420703
DB0-m29_o99_o1500_f0_pts.sym.115_repeat ,7.152975438
DB0-m29_o96_o49_f0_pts.sym.46_repeat ,18.87344676
DB0-m3_o13_o14_f0_pcu.sym.117_repeat ,14.01111572
DB0-m3_o11_o25_f0_nbo_repeat ,1.614525778
DB0-m29_o89_o43_f0_pts.sym.12_repeat ,16.0912187
DB0-m3_o450_o156_f0_fsc.sym.15_repeat ,10.41674214
DB0-m3_o1_o14_f0_nbo.sym.4_repeat ,6.456262117
DB0-m3_o22_o22_f0_pcu.sym.9_repeat ,6.243053391
DB0-m3_o7_o16_f0_pcu.sym.82_repeat ,7.281748438
DB5-hypotheticalMOF_5012449_1_0_0_20_13_5_repeat ,3.721071886
DB0-m3_o5_o29_f0_nbo.sym.46_repeat ,11.23600758
DB0-m3_o16_o46_f0_fsc.sym.4_repeat ,7.162411096
DB0-m3_o3_o4_f0_nbo.sym.4_repeat ,3.62089256
DB0-m2_o39_o41_f0_fof.sym.27_repeat ,11.31830762
DB0-m2_o14_o19_f0_pcu.sym.49_repeat ,9.033886202
DB0-m3_o49_o159_f0_fsc.sym.19_repeat ,8.415805578
DB0-m2_o11_o14_f0_pcu_repeat ,10.70075627
DB0-m3_o9_o19_f0_nbo.sym.106_repeat ,13.10668631
DB0-m3_o160_o1470_f0_fsc.sym.3_repeat ,10.23727334
DB0-m9_o6_o17_f0_sra.sym.14_repeat ,11.03927265
DB0-m2_o1_o16_f0_pcu.sym.82_repeat ,10.91864392
DB1-Cu2O8N2-irmof20_A-imd_No7_repeat ,10.47981443
DB1-Cu2O8N2-irmof8_A-TED_A_No16_repeat ,8.716820892
DB1-Zn2O8N2-DPAC_A-irmof7_A_No429_repeat ,7.460650157
DB0-m3_o3_o4_f0_pcu.sym.12_repeat ,6.956742155
DB0-m3_o17_o23_f0_nbo.sym.103_repeat ,3.225142956
DB0-m29_o88_o420_f0_pts.sym.71_repeat ,18.65669096
DB0-m3_o450_o23_f0_fsc.sym.73_repeat ,13.28726074
DB5-hypotheticalMOF_5071716_2_1_2_19_25_0_repeat ,19.41827799
DB0-m2_o23_o23_f0_nbo.sym.108_repeat ,1.863525527
DB0-m2_o24_o28_f0_nbo.sym.120_repeat ,4.467053989
DB0-m2_o9_o20_f0_nbo.sym.84_repeat ,2.970634007
DB0-m9_o11_o17_f0_sra.sym.123_repeat ,11.50925934
DB0-m3_o11_o13_f0_pcu.sym.32_repeat ,15.77386699
DB12-cg501560z_si_002_clean_repeat ,0.765287257
DB0-m3_o1520_o1_f0_fsc.sym.23_repeat ,8.195259006
DB0-m2_o2_o19_f0_nbo.sym.30_repeat ,2.125394392
DB0-m12_o8_o32_tfz-d_repeat ,7.21472064
DB5-hypotheticalMOF_5064616_0_0_2_1_1_13_repeat ,2.496271265
DB0-m2_o14_o20_f0_nbo.sym.86_repeat ,6.919228874
DB0-m2_o13_o25_f0_pcu.sym.14_repeat ,15.25070206
DB0-m2_o20_o24_f0_pcu.sym.3_repeat ,1.821674604
DB0-m3_o16_o105_f0_fsc.sym.24_repeat ,16.04377385
DB0-m29_o96_o1490_f0_pts.sym.6_repeat ,22.96734406
DB0-m2_o2_o23_f0_nbo.sym.41_repeat ,2.368371862
DB1-Zn2O8N2-irmof20_A-irmof6_A_No250_repeat ,14.49450625
DB0-m2_o6_npo_repeat ,0.972364747
DB0-m2_o14_o17_f0_nbo.sym.39_repeat ,4.172423199
DB0-m3_o23_o27_f0_pcu.sym.60_repeat ,7.719152087
DB0-m3_o1_o25_f0_nbo.sym.70_repeat ,4.04335513
DB0-m3_o11_o25_f0_nbo.sym.12_repeat ,2.167617333
DB0-m3_o88_o22_f0_fsc.sym.33_repeat ,4.227792977
DB0-m29_o90_o500_f0_pts.sym.92_repeat ,13.87716091
DB0-m3_o9_o23_f0_nbo.sym.112_repeat ,9.161347051
DB0-m2_o6_o14_f0_pcu.sym.103_repeat ,7.238034233
DB0-m2_o9_o17_f0_nbo.sym.113_repeat ,10.54943941
DB0-m2_o27_o28_f0_pcu.sym.88_repeat ,2.347403438
DB15-pcu_N123_E42_opt_repeat ,4.214865494
DB1-Cu2O8-irmof10_A-irmof8_A_No503_repeat ,11.96326583
DB0-m29_o89_o110_f0_pts.sym.54_repeat ,13.09460391
DB5-hypotheticalMOF_5047884_0_0_1_19_22_7_repeat ,22.83944343
DB0-m3_o6_o19_f0_nbo.sym.56_repeat ,1.462951033
DB0-m2_o9_o17_f0_nbo.sym.40_repeat ,8.47588887
DB0-m15_o27_o113_f0_fsc_repeat ,14.29962508
DB0-m3_o470_o6_f0_fsc.sym.8_repeat ,11.18876682
DB0-m3_o20_o24_f0_nbo.sym.21_repeat ,1.094881279
DB0-m3_o7_o22_f0_nbo.sym.29_repeat ,1.669662235
DB0-m29_o83_o87_f0_pts.sym.50_repeat ,8.683970946
DB0-m9_o7_o23_f0_sra.sym.83_repeat ,11.52812687
DB0-m3_o440_o156_f0_fsc.sym.57_repeat ,15.038647
DB0-m29_o96_o510_f0_pts.sym.100_repeat ,21.37548888
DB6-cuf_6059_repeat ,15.4241658
DB0-m29_o80_o46_f0_pts.sym.76_repeat ,13.00849045
DB0-m29_o99_o52_f0_pts.sym.34_repeat ,4.886177116
DB0-m2_o11_o28_f0_pcu.sym.106_repeat ,19.76971102
DB0-m3_o11_o25_f0_pcu.sym.126_repeat ,16.93970365
DB0-m3_o9_o21_f0_pcu.sym.69_repeat ,12.28932705
DB0-m2_o13_o18_f0_pcu.sym.47_repeat ,15.69754395
DB0-m3_o12_o14_f0_pcu.sym.119_repeat ,13.08330698
DB0-m3_o18_o141_f0_fsc_repeat ,9.857578374
DB0-m3_o8_o24_f0_pcu.sym.25_repeat ,6.327019132
DB5-hypotheticalMOF_5008782_2_1_0_15_18_10_repeat ,3.718177311
DB0-m3_o23_o25_f0_pcu.sym.166_repeat ,13.15153545
DB0-m9_o19_o23_f0_sra.sym.105_repeat ,11.73475585
DB0-m3_o18_o27_f0_pcu.sym.27_repeat ,8.634794006
DB0-m3_o1490_o6_f0_fsc.sym.64_repeat ,10.97261882
DB0-m3_o1_o2_f0_nbo.sym.23_repeat ,7.645267186
DB1-Cu2O8-ADC_A-irmof7_A_No1053_repeat ,11.92455666
DB0-m3_o11_o15_f0_nbo.sym.59_repeat ,2.862755703
DB0-m29_o84_o150_f0_pts.sym.13_repeat ,14.52259805
DB12-HAPHUD_clean_repeat ,14.16155871
DB1-Cu2O8N2-irmof20_A-irmof8_A_No22_repeat ,14.46161636
DB0-m2_o27_o28_f0_pcu.sym.57_repeat ,6.866009581
DB0-m3_o20_o25_f0_nbo.sym.103_repeat ,1.084739384
DB0-m2_o14_o21_f0_pcu.sym.10_repeat ,13.0965102
DB0-m3_o22_o151_f0_fsc.sym.17_repeat ,9.306275523
DB0-m9_o22_o24_f0_sra.sym.73_repeat ,3.397998761
DB0-m2_o2_o22_f0_nbo.sym.75_repeat ,2.294571007
DB0-m3_o6_o24_f0_pcu.sym.76_repeat ,8.869121178
DB0-m29_o84_o45_f0_pts.sym.126_repeat ,11.71052159
DB0-m3_o450_o158_f0_fsc.sym.18_repeat ,10.68235291
DB0-m3_o13_o23_f0_pcu.sym.123_repeat ,18.60314552
DB0-m29_o88_o510_f0_pts.sym.92_repeat ,16.94384245
DB0-m3_o12_o30_tfz_repeat ,7.21576537
DB7-ddmof_4943_repeat ,2.00627694
DB1-Cu2O8-ADC_A-AZO_A_No599_repeat ,8.511427536
DB0-m2_o11_o20_f0_pcu.sym.76_repeat ,8.284985576
DB0-m2_o17_o17_f0_pcu.sym.5_repeat ,13.87520926
DB0-m29_o90_o550_f0_pts.sym.53_repeat ,19.88337874
DB0-m29_o91_o46_f0_pts.sym.3_repeat ,15.33224276
DB0-m3_o6_o28_f0_pcu.sym.28_repeat ,3.049053384
DB13-nbo-Syn025941_repeat ,5.424779757
DB0-m29_o99_o143_f0_pts.sym.61_repeat ,6.935059389
DB0-m3_o151_o15_f0_fsc.sym.11_repeat ,8.461375392
DB0-m2_o2_o16_f0_pcu.sym.74_repeat ,11.80812809
DB5-hypotheticalMOF_36781_0_0_2_16_11_2_repeat ,10.96489457
DB1-Cu2O8N2-irmof20_A-irmof7_A_No325_repeat ,15.67690556
DB0-m3_o4_o4_f0_nbo.sym.95_repeat ,5.022785182
DB0-m2_o9_o17_f0_nbo.sym.49_repeat ,6.989038419
DB0-m2_o13_atn_repeat ,2.237834928
DB0-m3_o27_o85_f0_fsc_repeat ,11.87890559
DB12-cm503311x_alf450K_freeONLY_repeat ,10.8972789
DB12-TEWGEJ_clean_repeat ,5.33755502
DB0-m29_o90_o47_f0_pts.sym.53_repeat ,15.72960095
DB5-hypotheticalMOF_11031_0_0_0_6_10_14_repeat ,10.80951391
DB13-hxg-Syn039820_repeat ,8.77540447
DB0-m3_o17_o450_f0_fsc.sym.25_repeat ,11.22132765
DB0-m2_o10_o11_f0_pcu.sym.41_repeat ,5.801233258
DB0-m2_o14_o19_f0_pcu.sym.5_repeat ,8.922889665
DB0-m2_o11_o19_f0_pcu.sym.67_repeat ,8.196906466
DB0-m3_o113_o23_f0_fsc.sym.29_repeat ,8.248806975
