filename,origin,combined_rank,new_index,new_batch_500
DB0-m23_o11_o149_f0_pcu_repeat,original,67,,
DB0-m23_o11_o152_f0_pcu_repeat,original,68,,
DB0-m23_o151_o58_f0_pcu_repeat,original,69,,
DB0-m23_o17_o19_f0_pcu_repeat,original,70,,
DB0-m23_o17_o25_f0_pcu_repeat,original,71,,
DB0-m23_o1_o151_f0_pcu_repeat,original,72,,
DB0-m23_o20_o27_f0_pcu_repeat,original,73,,
DB0-m23_o25_o25_f0_pcu_repeat,original,74,,
DB0-m23_o2_o7_f0_pcu_repeat,new,75,29,1
DB0-m23_o3_o152_f0_pcu_repeat,new,76,30,1
DB0-m23_o7_o10_f0_pcu_repeat,new,77,31,1
DB0-m23_o7_o20_f0_pcu_repeat,original,78,,
DB0-m29_o80_o100_f0_pts.sym.10_repeat,original,79,,
DB0-m29_o80_o102_f0_pts.sym.59_repeat,new,80,32,1
DB0-m29_o80_o108_f0_pts.sym.4_repeat,new,81,33,1
DB0-m29_o80_o109_f0_pts.sym.75_repeat,new,82,34,1
DB0-m29_o80_o110_f0_pts.sym.18_repeat,original,83,,
DB0-m29_o80_o110_f0_pts.sym.57_repeat,new,84,35,1
DB0-m29_o80_o113_f0_pts.sym.11_repeat,new,85,36,1
DB0-m29_o80_o115_f0_pts.sym.42_repeat,new,86,37,1
DB0-m29_o80_o147_f0_pts.sym.24_repeat,original,87,,
DB0-m29_o80_o147_f0_pts.sym.39_repeat,new,88,38,1
DB0-m29_o80_o148_f0_pts.sym.13_repeat,new,89,39,1
DB0-m29_o80_o148_f0_pts.sym.29_repeat,new,90,40,1
DB0-m29_o80_o148_f0_pts.sym.82_repeat,original,91,,
DB0-m29_o80_o1490_f0_pts.sym.30_repeat,new,92,41,1
DB0-m29_o80_o149_f0_pts.sym.37_repeat,original,93,,
DB0-m29_o80_o1500_f0_pts.sym.51_repeat,new,94,42,1
DB0-m29_o80_o1500_f0_pts.sym.61_repeat,original,95,,
DB0-m29_o80_o150_f0_pts.sym.102_repeat,new,96,43,1
DB0-m29_o80_o150_f0_pts.sym.108_repeat,original,97,,
DB0-m29_o80_o150_f0_pts.sym.60_repeat,original,98,,
DB0-m29_o80_o151_f0_pts.sym.31_repeat,original,99,,
DB0-m29_o80_o151_f0_pts.sym.89_repeat,new,100,44,1
DB0-m29_o80_o151_f0_pts.sym.8_repeat,new,101,45,1
DB0-m29_o80_o153_f0_pts.sym.68_repeat,original,102,,
DB0-m29_o80_o172_f0_pts.sym.89_repeat,new,103,46,1
DB0-m29_o80_o420_f0_pts.sym.63_repeat,new,104,47,1
DB0-m29_o80_o42_f0_pts.sym.103_repeat,new,105,48,1
DB0-m29_o80_o44_f0_pts.sym.17_repeat,original,106,,
DB0-m29_o80_o450_f0_pts.sym.9_repeat,new,107,49,1
DB0-m29_o80_o45_f0_pts.sym.104_repeat,new,108,50,1
DB0-m29_o80_o45_f0_pts.sym.105_repeat,new,109,51,1
DB0-m29_o80_o46_f0_pts.sym.76_repeat,original,110,,
DB0-m29_o80_o46_f0_pts.sym.9_repeat,original,111,,
DB0-m29_o80_o470_f0_pts.sym.5_repeat,original,112,,
DB0-m29_o80_o490_f0_pts.sym.2_repeat,original,113,,
DB0-m29_o80_o490_f0_pts.sym.68_repeat,new,114,52,1
DB0-m29_o80_o49_f0_pts.sym.25_repeat,original,115,,
DB0-m29_o80_o500_f0_pts.sym.42_repeat,original,116,,
DB0-m29_o80_o510_f0_pts.sym.70_repeat,new,117,53,1
DB0-m29_o80_o52_f0_pts.sym.1_repeat,original,118,,
DB0-m29_o80_o52_f0_pts.sym.47_repeat,new,119,54,1
DB0-m29_o80_o87_f0_pts.sym.11_repeat,original,120,,
DB0-m29_o80_o90_f0_pts.sym.84_repeat,original,121,,
DB0-m29_o80_o90_f0_pts.sym.9_repeat,original,122,,
DB0-m29_o80_o91_f0_pts.sym.80_repeat,new,123,55,1
DB0-m29_o80_o92_f0_pts.sym.16_repeat,new,124,56,1
DB0-m29_o81_o102_f0_pts.sym.87_repeat,new,125,57,1
DB0-m29_o81_o106_f0_pts.sym.38_repeat,new,126,58,1
DB0-m29_o81_o108_f0_pts.sym.52_repeat,new,127,59,1
DB0-m29_o81_o109_f0_pts.sym.61_repeat,new,128,60,1
DB0-m29_o81_o111_f0_pts.sym.3_repeat,new,129,61,1
DB0-m29_o81_o115_f0_pts.sym.74_repeat,new,130,62,1
DB0-m29_o81_o143_f0_pts.sym.1_repeat,new,131,63,1
DB0-m29_o81_o143_f0_pts.sym.28_repeat,original,132,,
DB0-m29_o81_o143_f0_pts.sym.30_repeat,original,133,,
DB0-m29_o81_o143_f0_pts.sym.41_repeat,new,134,64,1
DB0-m29_o81_o1470_f0_pts.sym.24_repeat,new,135,65,1
DB0-m29_o81_o1470_f0_pts.sym.32_repeat,new,136,66,1
DB0-m29_o81_o1470_f0_pts.sym.64_repeat,original,137,,
DB0-m29_o81_o147_f0_pts.sym.108_repeat,new,138,67,1
DB0-m29_o81_o147_f0_pts.sym.123_repeat,new,139,68,1
DB0-m29_o81_o147_f0_pts.sym.82_repeat,new,140,69,1
DB0-m29_o81_o147_f0_pts.sym.9_repeat,original,141,,
DB0-m29_o81_o148_f0_pts.sym.23_repeat,new,142,70,1
DB0-m29_o81_o148_f0_pts.sym.25_repeat,new,143,71,1
DB0-m29_o81_o148_f0_pts.sym.30_repeat,original,144,,
DB0-m29_o81_o1490_f0_pts.sym.21_repeat,new,145,72,1
DB0-m29_o81_o1490_f0_pts.sym.43_repeat,original,146,,
DB0-m29_o81_o1490_f0_pts.sym.61_repeat,new,147,73,1
DB0-m29_o81_o1490_f0_pts.sym.67_repeat,new,148,74,1
DB0-m29_o81_o1490_f0_pts.sym.68_repeat,new,149,75,1
DB0-m29_o81_o149_f0_pts.sym.10_repeat,new,150,76,1
DB0-m29_o81_o149_f0_pts.sym.19_repeat,original,151,,
DB0-m29_o81_o149_f0_pts.sym.76_repeat,new,152,77,1
DB0-m29_o81_o1500_f0_pts.sym.2_repeat,original,153,,
DB0-m29_o81_o1500_f0_pts.sym.43_repeat,new,154,78,1
DB0-m29_o81_o1510_f0_pts.sym.19_repeat,original,155,,
DB0-m29_o81_o1510_f0_pts.sym.78_repeat,new,156,79,1
DB0-m29_o81_o1530_f0_pts.sym.10_repeat,original,157,,
DB0-m29_o81_o1530_f0_pts.sym.42_repeat,original,158,,
DB0-m29_o81_o172_f0_pts.sym.153_repeat,new,159,80,1
DB0-m29_o81_o172_f0_pts.sym.88_repeat,new,160,81,1
DB0-m29_o81_o420_f0_pts.sym.2_repeat,new,161,82,1
DB0-m29_o81_o420_f0_pts.sym.36_repeat,new,162,83,1
DB0-m29_o81_o420_f0_pts.sym.8_repeat,original,163,,
DB0-m29_o81_o42_f0_pts.sym.36_repeat,new,164,84,1
DB0-m29_o81_o42_f0_pts.sym.7_repeat,new,165,85,1
DB0-m29_o81_o43_f0_pts.sym.12_repeat,original,166,,
DB0-m29_o81_o44_f0_pts.sym.23_repeat,original,167,,
DB0-m29_o81_o45_f0_pts.sym.58_repeat,new,168,86,1
DB0-m29_o81_o46_f0_pts.sym.76_repeat,original,169,,
DB0-m29_o81_o46_f0_pts.sym.9_repeat,new,170,87,1
DB0-m29_o81_o47_f0_pts.sym.44_repeat,new,171,88,1
DB0-m29_o81_o490_f0_pts.sym.12_repeat,original,172,,
DB0-m29_o81_o510_f0_pts.sym.14_repeat,new,173,89,1
DB0-m29_o81_o51_f0_pts.sym.56_repeat,original,174,,
DB0-m29_o81_o51_f0_pts.sym.80_repeat,new,175,90,1
DB0-m29_o81_o51_f0_pts.sym.99_repeat,original,176,,
DB0-m29_o81_o52_f0_pts.sym.102_repeat,new,177,91,1
DB0-m29_o81_o52_f0_pts.sym.49_repeat,original,178,,
DB0-m29_o81_o52_f0_pts.sym.88_repeat,new,179,92,1
DB0-m29_o81_o530_f0_pts.sym.10_repeat,original,180,,
DB0-m29_o81_o530_f0_pts.sym.91_repeat,original,181,,
DB0-m29_o81_o53_f0_pts.sym.74_repeat,original,182,,
DB0-m29_o81_o54_f0_pts.sym.63_repeat,new,183,93,1
DB0-m29_o81_o86_f0_pts.sym.3_repeat,original,184,,
DB0-m29_o81_o86_f0_pts.sym.63_repeat,new,185,94,1
DB0-m29_o81_o87_f0_pts.sym.34_repeat,new,186,95,1
DB0-m29_o81_o87_f0_pts.sym.63_repeat,original,187,,
DB0-m29_o81_o90_f0_pts.sym.105_repeat,original,188,,
DB0-m29_o81_o90_f0_pts.sym.21_repeat,original,189,,
DB0-m29_o81_o91_f0_pts.sym.86_repeat,original,190,,
DB0-m29_o81_o92_f0_pts.sym.27_repeat,original,191,,
DB0-m29_o82_o100_f0_pts.sym.19_repeat,new,192,96,1
DB0-m29_o82_o109_f0_pts.sym.72_repeat,new,193,97,1
DB0-m29_o82_o109_f0_pts.sym.74_repeat,original,194,,
DB0-m29_o82_o109_f0_pts.sym.76_repeat,new,195,98,1
DB0-m29_o82_o111_f0_pts.sym.15_repeat,new,196,99,1
DB0-m29_o82_o143_f0_pts.sym.79_repeat,original,197,,
DB0-m29_o82_o1470_f0_pts.sym.59_repeat,new,198,100,1
DB0-m29_o82_o1470_f0_pts.sym.75_repeat,new,199,101,1
DB0-m29_o82_o147_f0_pts.sym.12_repeat,original,200,,
DB0-m29_o82_o149_f0_pts.sym.39_repeat,new,201,102,1
DB0-m29_o82_o149_f0_pts.sym.44_repeat,original,202,,
DB0-m29_o82_o1500_f0_pts.sym.118_repeat,original,203,,
DB0-m29_o82_o1500_f0_pts.sym.27_repeat,new,204,103,1
DB0-m29_o82_o1500_f0_pts.sym.34_repeat,new,205,104,1
DB0-m29_o82_o1500_f0_pts.sym.49_repeat,new,206,105,1
DB0-m29_o82_o150_f0_pts.sym.106_repeat,original,207,,
DB0-m29_o82_o172_f0_pts.sym.17_repeat,original,208,,
DB0-m29_o82_o420_f0_pts.sym.7_repeat,new,209,106,1
DB0-m29_o82_o43_f0_pts.sym.62_repeat,new,210,107,1
DB0-m29_o82_o44_f0_pts.sym.22_repeat,new,211,108,1
DB0-m29_o82_o45_f0_pts.sym.5_repeat,original,212,,
DB0-m29_o82_o45_f0_pts.sym.96_repeat,original,213,,
DB0-m29_o82_o46_f0_pts.sym.12_repeat,new,214,109,1
DB0-m29_o82_o46_f0_pts.sym.2_repeat,original,215,,
DB0-m29_o82_o46_f0_pts.sym.72_repeat,original,216,,
DB0-m29_o82_o470_f0_pts.sym.27_repeat,new,217,110,1
DB0-m29_o82_o470_f0_pts.sym.67_repeat,new,218,111,1
DB0-m29_o82_o470_f0_pts.sym.68_repeat,new,219,112,1
DB0-m29_o82_o470_f0_pts.sym.89_repeat,new,220,113,1
DB0-m29_o82_o47_f0_pts.sym.70_repeat,new,221,114,1
DB0-m29_o82_o47_f0_pts.sym.8_repeat,new,222,115,1
DB0-m29_o82_o500_f0_pts.sym.18_repeat,new,223,116,1
DB0-m29_o82_o510_f0_pts.sym.33_repeat,new,224,117,1
DB0-m29_o82_o51_f0_pts.sym.64_repeat,new,225,118,1
DB0-m29_o82_o52_f0_pts.sym.111_repeat,new,226,119,1
DB0-m29_o82_o52_f0_pts.sym.113_repeat,new,227,120,1
DB0-m29_o82_o52_f0_pts.sym.22_repeat,new,228,121,1
DB0-m29_o82_o52_f0_pts.sym.84_repeat,new,229,122,1
DB0-m29_o82_o53_f0_pts.sym.58_repeat,original,230,,
DB0-m29_o82_o86_f0_pts.sym.15_repeat,original,231,,
DB0-m29_o82_o86_f0_pts.sym.50_repeat,original,232,,
DB0-m29_o82_o91_f0_pts.sym.3_repeat,new,233,123,1
DB0-m29_o83_o100_f0_pts.sym.13_repeat,new,234,124,1
DB0-m29_o83_o100_f0_pts.sym.20_repeat,original,235,,
DB0-m29_o83_o100_f0_pts.sym.5_repeat,original,236,,
DB0-m29_o83_o102_f0_pts.sym.41_repeat,original,237,,
DB0-m29_o83_o102_f0_pts.sym.57_repeat,new,238,125,1
DB0-m29_o83_o109_f0_pts.sym.63_repeat,new,239,126,1
DB0-m29_o83_o110_f0_pts.sym.18_repeat,new,240,127,1
DB0-m29_o83_o1470_f0_pts.sym.21_repeat,original,241,,
DB0-m29_o83_o147_f0_pts.sym.100_repeat,original,242,,
DB0-m29_o83_o147_f0_pts.sym.105_repeat,original,243,,
DB0-m29_o83_o147_f0_pts.sym.87_repeat,original,244,,
DB0-m29_o83_o149_f0_pts.sym.11_repeat,new,245,128,1
DB0-m29_o83_o149_f0_pts.sym.76_repeat,new,246,129,1
DB0-m29_o83_o1500_f0_pts.sym.60_repeat,new,247,130,1
DB0-m29_o83_o1500_f0_pts.sym.83_repeat,new,248,131,1
DB0-m29_o83_o150_f0_pts.sym.16_repeat,new,249,132,1
DB0-m29_o83_o150_f0_pts.sym.37_repeat,new,250,133,1
DB0-m29_o83_o1510_f0_pts.sym.46_repeat,original,251,,
DB0-m29_o83_o1510_f0_pts.sym.70_repeat,new,252,134,1
DB0-m29_o83_o151_f0_pts.sym.5_repeat,new,253,135,1
DB0-m29_o83_o420_f0_pts.sym.63_repeat,new,254,136,1
DB0-m29_o83_o430_f0_pts.sym.2_repeat,new,255,137,1
DB0-m29_o83_o430_f0_pts.sym.56_repeat,original,256,,
DB0-m29_o83_o430_f0_pts.sym.74_repeat,new,257,138,1
DB0-m29_o83_o430_f0_pts.sym.76_repeat,new,258,139,1
DB0-m29_o83_o43_f0_pts.sym.24_repeat,original,259,,
DB0-m29_o83_o43_f0_pts.sym.7_repeat,new,260,140,1
DB0-m29_o83_o46_f0_pts.sym.28_repeat,original,261,,
DB0-m29_o83_o46_f0_pts.sym.39_repeat,new,262,141,1
DB0-m29_o83_o470_f0_pts.sym.102_repeat,original,263,,
DB0-m29_o83_o470_f0_pts.sym.3_repeat,new,264,142,1
DB0-m29_o83_o470_f0_pts.sym.50_repeat,original,265,,
DB0-m29_o83_o470_f0_pts.sym.5_repeat,original,266,,
DB0-m29_o83_o47_f0_pts.sym.61_repeat,new,267,143,1
DB0-m29_o83_o500_f0_pts.sym.14_repeat,original,268,,
DB0-m29_o83_o500_f0_pts.sym.18_repeat,new,269,144,1
DB0-m29_o83_o500_f0_pts.sym.70_repeat,new,270,145,1
DB0-m29_o83_o510_f0_pts.sym.26_repeat,original,271,,
DB0-m29_o83_o51_f0_pts.sym.13_repeat,new,272,146,1
DB0-m29_o83_o51_f0_pts.sym.28_repeat,new,273,147,1
DB0-m29_o83_o51_f0_pts.sym.70_repeat,new,274,148,1
DB0-m29_o83_o52_f0_pts.sym.49_repeat,new,275,149,1
DB0-m29_o83_o52_f0_pts.sym.62_repeat,new,276,150,1
DB0-m29_o83_o53_f0_pts.sym.16_repeat,original,277,,
DB0-m29_o83_o53_f0_pts.sym.20_repeat,original,278,,
DB0-m29_o83_o54_f0_pts.sym.31_repeat,original,279,,
DB0-m29_o83_o86_f0_pts.sym.2_repeat,original,280,,
DB0-m29_o83_o86_f0_pts.sym.36_repeat,new,281,151,1
DB0-m29_o83_o86_f0_pts.sym.76_repeat,new,282,152,1
DB0-m29_o83_o87_f0_pts.sym.31_repeat,original,283,,
DB0-m29_o83_o87_f0_pts.sym.50_repeat,original,284,,
DB0-m29_o84_o100_f0_pts.sym.20_repeat,new,285,153,1
DB0-m29_o84_o100_f0_pts.sym.8_repeat,new,286,154,1
DB0-m29_o84_o102_f0_pts.sym.51_repeat,original,287,,
DB0-m29_o84_o108_f0_pts.sym.30_repeat,original,288,,
DB0-m29_o84_o109_f0_pts.sym.30_repeat,new,289,155,1
DB0-m29_o84_o111_f0_pts.sym.17_repeat,original,290,,
DB0-m29_o84_o117_f0_pts.sym.81_repeat,new,291,156,1
DB0-m29_o84_o143_f0_pts.sym.31_repeat,original,292,,
DB0-m29_o84_o1470_f0_pts.sym.51_repeat,new,293,157,1
DB0-m29_o84_o1470_f0_pts.sym.96_repeat,new,294,158,1
DB0-m29_o84_o148_f0_pts.sym.47_repeat,original,295,,
DB0-m29_o84_o148_f0_pts.sym.53_repeat,new,296,159,1
DB0-m29_o84_o149_f0_pts.sym.26_repeat,original,297,,
DB0-m29_o84_o1500_f0_pts.sym.124_repeat,original,298,,
DB0-m29_o84_o1500_f0_pts.sym.55_repeat,new,299,160,1
DB0-m29_o84_o1500_f0_pts.sym.91_repeat,new,300,161,1
DB0-m29_o84_o150_f0_pts.sym.13_repeat,original,301,,
DB0-m29_o84_o150_f0_pts.sym.34_repeat,new,302,162,1
DB0-m29_o84_o150_f0_pts.sym.66_repeat,new,303,163,1
DB0-m29_o84_o150_f0_pts.sym.6_repeat,new,304,164,1
DB0-m29_o84_o1510_f0_pts.sym.15_repeat,new,305,165,1
DB0-m29_o84_o1510_f0_pts.sym.69_repeat,new,306,166,1
DB0-m29_o84_o420_f0_pts.sym.55_repeat,original,307,,
DB0-m29_o84_o420_f0_pts.sym.67_repeat,new,308,167,1
DB0-m29_o84_o430_f0_pts.sym.30_repeat,new,309,168,1
DB0-m29_o84_o44_f0_pts.sym.107_repeat,new,310,169,1
DB0-m29_o84_o45_f0_pts.sym.126_repeat,original,311,,
DB0-m29_o84_o45_f0_pts.sym.56_repeat,new,312,170,1
DB0-m29_o84_o45_f0_pts.sym.91_repeat,original,313,,
DB0-m29_o84_o45_f0_pts.sym.92_repeat,original,314,,
DB0-m29_o84_o46_f0_pts.sym.12_repeat,original,315,,
DB0-m29_o84_o470_f0_pts.sym.104_repeat,new,316,171,1
DB0-m29_o84_o470_f0_pts.sym.67_repeat,original,317,,
DB0-m29_o84_o52_f0_pts.sym.118_repeat,new,318,172,1
DB0-m29_o84_o52_f0_pts.sym.12_repeat,new,319,173,1
DB0-m29_o84_o52_f0_pts.sym.23_repeat,new,320,174,1
DB0-m29_o84_o52_f0_pts.sym.96_repeat,original,321,,
DB0-m29_o84_o53_f0_pts.sym.20_repeat,original,322,,
DB0-m29_o84_o53_f0_pts.sym.4_repeat,new,323,175,1
DB0-m29_o84_o54_f0_pts.sym.1_repeat,new,324,176,1
DB0-m29_o84_o54_f0_pts.sym.51_repeat,original,325,,
DB0-m29_o84_o87_f0_pts.sym.55_repeat,new,326,177,1
DB0-m29_o85_o102_f0_pts.sym.47_repeat,new,327,178,1
DB0-m29_o85_o102_f0_pts.sym.57_repeat,new,328,179,1
DB0-m29_o85_o102_f0_pts.sym.77_repeat,new,329,180,1
DB0-m29_o85_o110_f0_pts.sym.36_repeat,new,330,181,1
DB0-m29_o85_o110_f0_pts.sym.55_repeat,original,331,,
DB0-m29_o85_o111_f0_pts.sym.23_repeat,original,332,,
DB0-m29_o85_o1470_f0_pts.sym.71_repeat,original,333,,
DB0-m29_o85_o150_f0_pts.sym.133_repeat,new,334,182,1
DB0-m29_o85_o151_f0_pts.sym.20_repeat,new,335,183,1
DB0-m29_o85_o430_f0_pts.sym.55_repeat,new,336,184,1
DB0-m29_o85_o470_f0_pts.sym.103_repeat,new,337,185,1
DB0-m29_o85_o470_f0_pts.sym.45_repeat,new,338,186,1
DB0-m29_o85_o470_f0_pts.sym.4_repeat,new,339,187,1
DB0-m29_o85_o470_f0_pts.sym.67_repeat,new,340,188,1
DB0-m29_o85_o470_f0_pts.sym.80_repeat,new,341,189,1
DB0-m29_o85_o470_f0_pts.sym.99_repeat,new,342,190,1
DB0-m29_o85_o47_f0_pts.sym.48_repeat,new,343,191,1
DB0-m29_o85_o510_f0_pts.sym.23_repeat,new,344,192,1
DB0-m29_o85_o510_f0_pts.sym.63_repeat,new,345,193,1
DB0-m29_o85_o54_f0_pts.sym.53_repeat,original,346,,
DB0-m29_o85_o86_f0_pts.sym.8_repeat,new,347,194,1
DB0-m29_o86_o143_f0_pts.sym.41_repeat,new,348,195,1
DB0-m29_o86_o143_f0_pts.sym.5_repeat,new,349,196,1
DB0-m29_o86_o47_f0_pts.sym.35_repeat,original,350,,
DB0-m29_o86_o47_f0_pts.sym.8_repeat,original,351,,
DB0-m29_o88_o105_f0_pts.sym.74_repeat,new,352,197,1
DB0-m29_o88_o108_f0_pts.sym.36_repeat,new,353,198,1
DB0-m29_o88_o109_f0_pts.sym.103_repeat,new,354,199,1
DB0-m29_o88_o109_f0_pts.sym.21_repeat,new,355,200,1
DB0-m29_o88_o109_f0_pts.sym.30_repeat,original,356,,
DB0-m29_o88_o109_f0_pts.sym.73_repeat,original,357,,
DB0-m29_o88_o109_f0_pts.sym.88_repeat,original,358,,
DB0-m29_o88_o110_f0_pts.sym.37_repeat,new,359,201,1
DB0-m29_o88_o110_f0_pts.sym.5_repeat,new,360,202,1
DB0-m29_o88_o111_f0_pts.sym.22_repeat,new,361,203,1
DB0-m29_o88_o111_f0_pts.sym.31_repeat,original,362,,
DB0-m29_o88_o113_f0_pts.sym.109_repeat,new,363,204,1
DB0-m29_o88_o113_f0_pts.sym.57_repeat,new,364,205,1
DB0-m29_o88_o115_f0_pts.sym.14_repeat,new,365,206,1
DB0-m29_o88_o143_f0_pts.sym.20_repeat,new,366,207,1
DB0-m29_o88_o143_f0_pts.sym.27_repeat,original,367,,
DB0-m29_o88_o143_f0_pts.sym.46_repeat,new,368,208,1
DB0-m29_o88_o143_f0_pts.sym.75_repeat,new,369,209,1
DB0-m29_o88_o1470_f0_pts.sym.11_repeat,original,370,,
DB0-m29_o88_o1470_f0_pts.sym.125_repeat,original,371,,
DB0-m29_o88_o1470_f0_pts.sym.126_repeat,new,372,210,1
DB0-m29_o88_o1470_f0_pts.sym.134_repeat,original,373,,
DB0-m29_o88_o147_f0_pts.sym.111_repeat,new,374,211,1
DB0-m29_o88_o147_f0_pts.sym.27_repeat,original,375,,
DB0-m29_o88_o147_f0_pts.sym.95_repeat,new,376,212,1
DB0-m29_o88_o148_f0_pts.sym.88_repeat,new,377,213,1
DB0-m29_o88_o1490_f0_pts.sym.76_repeat,original,378,,
DB0-m29_o88_o1490_f0_pts.sym.88_repeat,original,379,,
DB0-m29_o88_o149_f0_pts.sym.18_repeat,new,380,214,1
DB0-m29_o88_o149_f0_pts.sym.1_repeat,new,381,215,1
DB0-m29_o88_o149_f0_pts.sym.52_repeat,new,382,216,1
DB0-m29_o88_o1500_f0_pts.sym.49_repeat,new,383,217,1
DB0-m29_o88_o169_f0_pts.sym.42_repeat,new,384,218,1
DB0-m29_o88_o170_f0_pts.sym.53_repeat,new,385,219,1
DB0-m29_o88_o420_f0_pts.sym.40_repeat,new,386,220,1
DB0-m29_o88_o420_f0_pts.sym.71_repeat,original,387,,
DB0-m29_o88_o420_f0_pts.sym.98_repeat,new,388,221,1
DB0-m29_o88_o42_f0_pts.sym.41_repeat,original,389,,
DB0-m29_o88_o42_f0_pts.sym.46_repeat,original,390,,
DB0-m29_o88_o42_f0_pts.sym.64_repeat,original,391,,
DB0-m29_o88_o430_f0_pts.sym.36_repeat,new,392,222,1
DB0-m29_o88_o430_f0_pts.sym.89_repeat,new,393,223,1
DB0-m29_o88_o43_f0_pts.sym.71_repeat,original,394,,
DB0-m29_o88_o44_f0_pts.sym.77_repeat,new,395,224,1
DB0-m29_o88_o44_f0_pts.sym.97_repeat,new,396,225,1
DB0-m29_o88_o450_f0_pts.sym.10_repeat,new,397,226,1
DB0-m29_o88_o450_f0_pts.sym.80_repeat,new,398,227,1
DB0-m29_o88_o450_f0_pts.sym.97_repeat,new,399,228,1
DB0-m29_o88_o45_f0_pts.sym.104_repeat,original,400,,
DB0-m29_o88_o45_f0_pts.sym.16_repeat,new,401,229,1
DB0-m29_o88_o45_f0_pts.sym.78_repeat,new,402,230,1
DB0-m29_o88_o46_f0_pts.sym.108_repeat,original,403,,
DB0-m29_o88_o46_f0_pts.sym.98_repeat,new,404,231,1
DB0-m29_o88_o470_f0_pts.sym.17_repeat,new,405,232,1
DB0-m29_o88_o470_f0_pts.sym.36_repeat,new,406,233,1
