filename,origin,combined_rank,new_index,new_batch_500
DB0-m3_o160_o1470_f0_fsc.sym.3_repeat,original,2733,,
DB1-Cu2O8N2-DPAC_A-fum_A_No180_repeat,original,4698,,
DB1-Cu2O8-pcn6_B-TDPAT_No287_repeat,original,4605,,
DB1-Cu2O8-ADC_A-AZO_A_No1219_repeat,original,4442,,
DB0-m3_o25_o118_f0_fsc.sym.7_repeat,new,3263,1709.0,4.0
DB1-Zn2O8-irmof10_A-irmof8_A_No361_repeat,original,4968,,
DB0-m3_o1490_o22_f0_fsc.sym.20_repeat,original,2446,,
DB0-m3_o1_o27_f0_nbo.sym.1_repeat,new,3036,1597.0,4.0
DB5-hypotheticalMOF_7765_2_1_0_11_11_0_repeat,original,5793,,
DB0-m3_o2_o10_f0_pcu.sym.112_repeat,new,3318,1734.0,4.0
DB0-m2_o3_o14_f0_pcu.sym.67_repeat,new,1558,825.0,2.0
DB0-m3_o14_o22_f0_nbo.sym.77_repeat,new,2485,1260.0,3.0
DB0-m29_o85_o150_f0_pts.sym.133_repeat,new,334,182.0,1.0
DB0-m3_o6_o12_f0_pcu.sym.112_repeat,original,3786,,
DB0-m3_o1480_o23_f0_fsc.sym.57_repeat,new,2418,1220.0,3.0
DB0-m9_o7_o23_f0_sra.sym.11_repeat,original,4340,,
DB0-m9_o1_o17_f0_sra.sym.98_repeat,new,4237,2271.0,5.0
DB0-m2_o2_o29_f0_pcu.sym.28_repeat,new,1514,799.0,2.0
DB0-m2_o23_o27_f0_nbo.sym.53_repeat,original,1371,,
DB0-m2_o11_o18_f0_pcu.sym.5_repeat,original,866,,
DB0-m3_o7_o24_f0_nbo.sym.17_repeat,new,3916,2099.0,5.0
DB1-Zn2O8N2-ADC_A-irmof8_A_No807_repeat,new,5019,2490.0,5.0
DB0-m2_o11_o22_f0_nbo.sym.58_repeat,new,882,476.0,1.0
DB0-m3_o9_o14_f0_nbo.sym.37_repeat,original,4088,,
DB0-m29_o83_o1500_f0_pts.sym.83_repeat,new,248,131.0,1.0
DB0-m3_o18_o148_f0_fsc.sym.25_repeat,original,2919,,
DB0-m3_o1_o24_f0_nbo.sym.35_repeat,new,3024,1588.0,4.0
DB0-m3_o81_o23_f0_fsc.sym.3_repeat,original,3936,,
DB0-m9_o6_o17_f0_sra.sym.14_repeat,original,4317,,
DB1-Cu2O8N2-DPAC_A-irmof20_A_No61_repeat,new,4746,2437.0,5.0
DB0-m3_o1_o23_f0_nbo.sym.5_repeat,new,3018,1583.0,4.0
DB0-m3_o2_o16_f0_pcu.sym.30_repeat,new,3340,1749.0,4.0
DB1-Al2O6-ADC_B-fum_B_No156_repeat,new,4366,2335.0,5.0
DB0-m2_o22_o28_f0_nbo.sym.60_repeat,new,1346,705.0,2.0
DB5-hypotheticalMOF_5071716_2_1_2_19_25_0_repeat,original,5739,,
DB5-hypotheticalMOF_5072992_3_2_2_19_18_3_repeat,original,5745,,
DB0-m2_o2_o23_f0_nbo.sym.9_repeat,new,1497,792.0,2.0
DB1-Cu2O8N2-DPAC_A-irmof14_A_No577_repeat,original,4729,,
DB0-m3_o13_o45_f0_fsc.sym.94_repeat,new,2349,1180.0,3.0
DB0-m2_o17_o22_f0_nbo.sym.165_repeat,new,1159,614.0,2.0
DB0-m29_o91_o85_f0_pts.sym.25_repeat,original,599,,
DB6-cuf_4645_repeat,new,5872,2883.0,6.0
DB0-m29_o84_o470_f0_pts.sym.104_repeat,new,316,171.0,1.0
DB0-m2_o18_o145_f0_fsc_repeat,new,1184,625.0,2.0
DB0-m3_o3_o12_f0_pcu.sym.58_repeat,original,3440,,
DB0-m29_o81_o149_f0_pts.sym.10_repeat,new,150,76.0,1.0
DB1-Zn2O8N2-DPAC_A-irmof7_A_No207_repeat,new,5068,2506.0,6.0
DB0-m3_o4_o22_f0_nbo.sym.11_repeat,original,3651,,
DB0-m29_o84_o117_f0_pts.sym.81_repeat,new,291,156.0,1.0
DB0-m29_o89_o45_f0_pts.sym.45_repeat,original,454,,
DB0-m2_o16_o21_f0_pcu.sym.50_repeat,original,1130,,
DB0-m2_o3_o152_f0_pcu_repeat,new,1560,826.0,2.0
DB0-m3_o160_o480_f0_fsc.sym.2_repeat,original,2755,,
DB1-Cu2O8N2-irmof10_A-irmof8_A_No181_repeat,original,4792,,
DB0-m2_o7_o25_f0_nbo.sym.104_repeat,new,1804,966.0,2.0
DB0-m3_o29_o105_f0_fsc_repeat,original,3317,,
DB12-KOSJAF_clean_repeat,original,5169,,
DB0-m2_o18_o22_f0_pcu.sym.29_repeat,new,1189,629.0,2.0
DB0-m3_o4_o23_f0_nbo.sym.81_repeat,new,3653,1937.0,4.0
DB1-Cu2O8N2-AZO_A-irmof6_A_No316_repeat,original,4677,,
DB0-m3_o530_o6_f0_fsc.sym.47_repeat,original,3756,,
DB1-Zn2O8N2-BDC_A-pmof1_A_No20_repeat,original,5056,,
DB1-Cu2N8-ADC_B-DPAC_B_No1223_repeat,original,4384,,
DB0-m3_o150_o6_f0_fsc.sym.84_repeat,new,2550,1301.0,3.0
DB0-m3_o146_o14_f0_fsc.sym.93_repeat,new,2367,1190.0,3.0
DB0-m3_o9_o22_f0_nbo.sym.58_repeat,new,4105,2197.0,5.0
DB6-pMOF_31_repeat,original,5976,,
DB0-m29_o99_o52_f0_pts.sym.120_repeat,original,812,,
DB0-m3_o11_o29_f0_pcu.sym.14_repeat,original,2143,,
DB0-m2_o22_o28_f0_nbo.sym.32_repeat,new,1345,704.0,2.0
DB0-m3_o9_o20_f0_pcu.sym.33_repeat,new,4100,2193.0,5.0
DB0-m2_o21_uoe_repeat,original,1320,,
DB12-GIRZAK_freeONLY_repeat,original,5154,,
DB1-Zn2O8N2-BDC_A-DPAC_A_No256_repeat,original,5048,,
DB1-Cu2O8N2-irmof20_A-irmof6_A_No17_repeat,original,4815,,
DB0-m2_o6_bbj_repeat,original,1670,,
DB0-m29_o86_o47_f0_pts.sym.35_repeat,original,350,,
DB0-m3_o160_o1510_f0_fsc.sym.22_repeat,original,2743,,
DB6-cuf_2582_repeat,new,5853,2872.0,6.0
DB0-m3_o5_o27_f0_nbo.sym.40_repeat,new,3774,2013.0,5.0
DB0-m29_o88_o149_f0_pts.sym.52_repeat,new,382,216.0,1.0
DB0-m29_o99_o1470_f0_pts.sym.142_repeat,new,764,418.0,1.0
DB0-m3_o47_o23_f0_fsc.sym.8_repeat,original,3594,,
DB0-m3_o52_o13_f0_fsc.sym.4_repeat,new,3735,1993.0,4.0
DB0-m29_o88_o90_f0_pts.sym.68_repeat,original,423,,
DB5-hypotheticalMOF_1021_1_1_0_2_9_14_repeat,original,5405,,
DB0-m3_o17_nbo_repeat,new,2851,1488.0,3.0
DB0-m3_o1_o153_f0_fsc.sym.1_repeat,new,2997,1568.0,4.0
DB0-m2_o6_o24_f0_pcu.sym.80_repeat,original,1733,,
DB0-m2_o22_o24_f0_pcu.sym.31_repeat,original,1331,,
DB0-m3_o11_o23_f0_nbo.sym.62_repeat,new,2068,1109.0,3.0
DB0-m29_o81_o102_f0_pts.sym.87_repeat,new,125,57.0,1.0
DB0-m29_o80_o172_f0_pts.sym.89_repeat,new,103,46.0,1.0
DB0-m3_o160_o146_f0_fsc.sym.76_repeat,original,2729,,
DB0-m2_o8_o12_f0_pcu.sym.141_repeat,new,1836,986.0,2.0
DB0-m3_o11_o29_f0_pcu.sym.27_repeat,original,2154,,
DB0-m2_o3_o14_f0_nbo.sym.102_repeat,new,1551,822.0,2.0
DB0-m29_o90_o1470_f0_pts.sym.124_repeat,new,487,278.0,1.0
DB1-Cu2O8N2-irmof14_A-irmof8_A_No300_repeat,original,4809,,
DB0-m3_o1520_o158_f0_fsc.sym.12_repeat,new,2570,1312.0,3.0
DB13-acs-Syn037994_repeat,new,5240,2554.0,6.0
DB0-m29_o81_o1470_f0_pts.sym.32_repeat,new,136,66.0,1.0
DB0-m3_o14_o28_f0_nbo.sym.5_repeat,new,2514,1282.0,3.0
DB0-m3_o14_o29_f0_pcu.sym.48_repeat,original,2519,,
DB0-m2_o3_o18_f0_pcu.sym.66_repeat,new,1567,829.0,2.0
DB0-m3_o153_o155_f0_fsc.sym.8_repeat,new,2610,1340.0,3.0
DB0-m3_o11_o20_f0_nbo.sym.54_repeat,new,2058,1107.0,3.0
DB1-Zn2O8N2-DPAC_A-irmof14_A_No185_repeat,new,5061,2500.0,5.0
DB0-m29_o99_o52_f0_pts.sym.109_repeat,original,811,,
DB0-m3_o21_o151_f0_fsc.sym.10_repeat,original,3104,,
DB6-cuf_8021_repeat,original,5942,,
DB1-Cu2O8N2-DPAC_A-irmof7_A_No1188_repeat,new,4754,2440.0,5.0
DB0-m2_o1_o4_f0_nbo.sym.69_repeat,new,1273,668.0,2.0
DB7-ddmof_23720_repeat,original,6039,,
DB0-m3_o46_o23_f0_fsc.sym.30_repeat,new,3574,1893.0,4.0
DB0-m3_o1_o11_f0_nbo.sym.49_repeat,new,2982,1559.0,4.0
DB1-Cu2O8N2-ADC_A-irmof6_A_No475_repeat,original,4630,,
DB1-Cu2O8-irmof10_A-irmof20_A_No345_repeat,original,4537,,
DB0-m3_o5_o22_f0_nbo.sym.52_repeat,new,3772,2011.0,5.0
DB0-m29_o88_o109_f0_pts.sym.21_repeat,new,355,200.0,1.0
DB0-m3_o11_o25_f0_pcu.sym.32_repeat,original,2099,,
DB0-m3_o2_o19_f0_pcu.sym.21_repeat,original,3350,,
DB5-hypotheticalMOF_13853_0_0_0_16_9_5_repeat,original,5416,,
DB0-m3_o7_o17_f0_pcu.sym.29_repeat,new,3894,2085.0,5.0
DB0-m29_o81_o1490_f0_pts.sym.21_repeat,new,145,72.0,1.0
DB0-m29_o88_o149_f0_pts.sym.1_repeat,new,381,215.0,1.0
DB0-m2_o2_o5_f0_pcu.sym.2_repeat,new,1521,804.0,2.0
DB1-Zn2O8-irmof6_A-imd_No12_repeat,original,4987,,
DB0-m3_o3_o13_f0_pcu.sym.15_repeat,new,3442,1810.0,4.0
DB0-m29_o80_o90_f0_pts.sym.9_repeat,original,122,,
DB0-m2_o7_o21_f0_pcu.sym.33_repeat,new,1789,957.0,2.0
DB0-m29_o92_o470_f0_pts.sym.25_repeat,new,612,353.0,1.0
DB15-pcu_N139_E11_opt_repeat,original,5366,,
DB1-Zn2O8N2-irmof20_A-irmof8_A_No39_repeat,original,5109,,
DB0-m29_o88_o52_f0_pts.sym.87_repeat,new,419,243.0,1.0
DB0-m2_o3_o15_f0_pcu.sym.23_repeat,original,1563,,
DB0-m3_o13_o18_f0_pcu.sym.44_repeat,original,2317,,
DB0-m9_o11_o12_f0_sra.sym.41_repeat,new,4149,2219.0,5.0
DB1-Cu2O8N2-DPAC_A-irmof20_A_No605_repeat,original,4743,,
DB12-NOSTUM_freeONLY_repeat,original,5183,,
DB0-m3_o2_o22_f0_nbo.sym.92_repeat,new,3359,1762.0,4.0
DB0-m2_o15_o23_f0_nbo.sym.2_repeat,new,1087,570.0,2.0
DB0-m2_o15_o27_f0_nbo.sym.40_repeat,new,1102,582.0,2.0
DB0-m2_o24_nou_repeat,original,1380,,
DB0-m3_o96_o14_f0_fsc.sym.18_repeat,new,4038,2162.0,5.0
DB0-m29_o83_o150_f0_pts.sym.16_repeat,new,249,132.0,1.0
DB1-Zn2O8-irmof10_A-irmof7_A_No474_repeat,original,4957,,
DB0-m3_o22_o22_f0_pcu.sym.9_repeat,original,3140,,
DB0-m3_o9_o28_f0_nbo.sym.20_repeat,new,4122,2206.0,5.0
DB5-hypotheticalMOF_5013400_1_1_0_20_8_0_repeat,original,5560,,
DB0-m29_o89_o43_f0_pts.sym.50_repeat,new,448,259.0,1.0
DB6-cuf_10241_repeat,new,5808,2846.0,6.0
DB1-Cu2O8N2-DPAC_A-irmof6_A_No529_repeat,original,4751,,
DB0-m2_o17_o27_f0_pcu.sym.93_repeat,new,1176,621.0,2.0
DB0-m2_o6_o17_f0_nbo.sym.24_repeat,new,1701,909.0,2.0
DB13-lvt-Syn038099_repeat,original,5299,,
DB1-Zn2O8N2-ADC_A-irmof8_A_No238_repeat,new,5018,2489.0,5.0
DB0-m3_o13_o20_f0_pcu.sym.2_repeat,original,2324,,
DB0-m3_o4_o22_f0_nbo.sym.10_repeat,new,3650,1935.0,4.0
DB15-qtz-x_N123_E173_opt_repeat,original,5380,,
DB0-m3_o44_o156_f0_fsc.sym.16_repeat,new,3533,1868.0,4.0
DB0-m2_o1_o29_f0_nbo.sym.22_repeat,original,1264,,
DB0-m2_o23_o27_f0_pcu.sym.131_repeat,new,1372,721.0,2.0
DB0-m3_o1_o29_f0_pcu_repeat,original,3044,,
DB6-cuf_5577_repeat,original,5888,,
DB0-m3_o146_o15_f0_fsc.sym.79_repeat,new,2381,1199.0,3.0
DB0-m3_o156_o1510_f0_fsc.sym.5_repeat,new,2665,1377.0,3.0
DB0-m29_o88_o51_f0_pts.sym.109_repeat,new,415,240.0,1.0
DB0-m29_o99_o109_f0_pts.sym.63_repeat,new,753,413.0,1.0
DB0-m3_o22_o23_f0_pcu.sym.22_repeat,original,3143,,
DB0-m29_o99_o470_f0_pts.sym.104_repeat,new,795,438.0,1.0
DB0-m3_o21_o22_f0_pcu.sym.79_repeat,original,3108,,
DB0-m3_o24_o151_f0_fsc.sym.16_repeat,original,3208,,
DB0-m29_o96_o102_f0_pts.sym.95_repeat,original,655,,
DB0-m3_o1500_o6_f0_fsc.sym.4_repeat,original,2536,,
DB0-m2_o14_o74_f0_fsc_repeat,original,1074,,
DB1-Cu2O8-AZO_A-irmof7_A_No478_repeat,original,4519,,
DB0-m3_o3_o26_f0_pcu.sym.15_repeat,new,3471,1826.0,4.0
DB1-Cu2O8-irmof10_A-irmof20_A_No428_repeat,original,4541,,
DB1-Cu2O8-AZO_A-BDC_A_No793_repeat,original,4501,,
DB0-m3_o24_o1520_f0_fsc.sym.39_repeat,new,3209,1685.0,4.0
DB0-m3_o156_o47_f0_fsc.sym.8_repeat,new,2678,1387.0,3.0
DB0-m29_o91_o500_f0_pts.sym.38_repeat,new,590,340.0,1.0
DB1-Zn2O8-AZO_A-irmof6_A_No360_repeat,original,4915,,
DB0-m3_o12_o17_f0_pcu.sym.55_repeat,new,2210,1128.0,3.0
DB0-m3_o146_o21_f0_fsc.sym.72_repeat,new,2389,1203.0,3.0
DB0-m3_o146_o14_f0_fsc.sym.40_repeat,new,2365,1188.0,3.0
DB0-m2_o11_o23_f0_pcu.sym.2_repeat,original,894,,
DB1-Zn2O8-AZO_A-DPAC_A_No968_repeat,new,4903,2470.0,5.0
DB5-hypotheticalMOF_5063104_2_0_2_18_16_5_repeat,new,5706,2790.0,6.0
DB5-hypotheticalMOF_5026929_1_0_0_28_7_0_repeat,original,5602,,
DB0-m29_o96_o510_f0_pts.sym.100_repeat,original,702,,
DB0-m3_o12_o29_f0_pcu.sym.101_repeat,original,2260,,
DB1-Al2O6-BTC_A-irmof6_B_No1_repeat,new,4372,2339.0,5.0
DB0-m3_o24_o84_f0_fsc_repeat,original,3249,,
DB0-m2_o2_o10_f0_pcu.sym.98_repeat,original,1452,,
DB0-m3_o112_o21_f0_fsc.sym.14_repeat,original,1984,,
DB0-m29_o82_o420_f0_pts.sym.7_repeat,new,209,106.0,1.0
DB0-m9_o20_o23_f0_sra.sym.75_repeat,new,4251,2277.0,5.0
DB1-Cu2O8-irmof10_A-irmof7_A_No477_repeat,original,4558,,
DB0-m29_o89_o102_f0_pts.sym.4_repeat,original,426,,
DB0-m3_o9_o14_f0_nbo.sym.89_repeat,original,4089,,
DB0-m2_o2_o22_f0_pcu.sym.31_repeat,new,1489,788.0,2.0
DB5-hypotheticalMOF_5070099_0_0_2_3_10_8_repeat,new,5730,2801.0,6.0
DB0-m3_o12_o29_f0_pcu.sym.58_repeat,original,2285,,
DB0-m2_o22_o24_f0_nbo.sym.59_repeat,new,1329,700.0,2.0
DB15-cds_N87_E150_opt_repeat,new,5348,2617.0,6.0
DB0-m29_o80_o46_f0_pts.sym.9_repeat,original,111,,
DB1-Cu2O8N2-ADC_A-irmof6_A_No453_repeat,original,4629,,
DB0-m3_o21_o26_f0_pcu.sym.37_repeat,new,3120,1639.0,4.0
DB0-m3_o13_o22_f0_pcu.sym.118_repeat,new,2329,1167.0,3.0
DB0-m3_o44_o4_f0_fsc.sym.13_repeat,original,3542,,
DB0-m3_o50_o22_f0_fsc.sym.1_repeat,original,3695,,
DB1-Cu2O8N2-irmof10_A-irmof8_A_No343_repeat,original,4797,,
DB0-m3_o153_o156_f0_fsc.sym.77_repeat,new,2616,1345.0,3.0
DB0-m3_o7_o148_f0_pcu_repeat,new,3878,2076.0,5.0
DB0-m3_o1520_o22_f0_fsc.sym.19_repeat,original,2573,,
DB0-m2_o5_o25_f0_nbo.sym.53_repeat,original,1666,,
DB0-m3_o14_o29_f0_nbo.sym.30_repeat,original,2518,,
DB1-Zn2O8-ADC_A-BDC_A_No1153_repeat,original,4851,,
DB0-m3_o42_o13_f0_fsc.sym.41_repeat,new,3500,1846.0,4.0
DB6-cuf_9416_repeat,original,5963,,
DB1-Al2O6-ADC_B-irmof20_B_No214_repeat,original,4367,,
DB0-m3_o16_o17_f0_pcu.sym.91_repeat,new,2795,1455.0,3.0
DB0-m9_o7_o23_f0_sra.sym.22_repeat,original,4341,,
DB0-m3_o23_o23_f0_nbo.sym.136_repeat,original,3166,,
DB0-m29_o89_o1510_f0_pts.sym.41_repeat,original,438,,
DB0-m2_o7_o26_f0_pcu.sym.43_repeat,new,1808,967.0,2.0
DB0-m3_o25_o51_f0_fsc.sym.23_repeat,new,3296,1724.0,4.0
DB0-m2_o16_o17_f0_pcu.sym.53_repeat,new,1120,591.0,2.0
DB0-m3_o17_o18_f0_pcu.sym.76_repeat,new,2874,1506.0,4.0
DB0-m3_o460_o13_f0_fsc.sym.2_repeat,original,3571,,
DB0-m29_o80_o45_f0_pts.sym.104_repeat,new,108,50.0,1.0
DB15-pcu_N108_E166_opt_repeat,original,5357,,
DB0-m18_o11_o110_f0_fsc_repeat,original,30,,
DB0-m3_o14_o16_f0_pcu.sym.10_repeat,original,2464,,
DB0-m2_o14_o21_f0_pcu.sym.10_repeat,original,1039,,
DB0-m3_o10_o18_f0_pcu.sym.29_repeat,original,1964,,
DB0-m2_o6_o26_f0_pcu.sym.21_repeat,original,1742,,
DB0-m3_o15_o17_f0_pcu.sym.45_repeat,new,2688,1395.0,3.0
DB0-m29_o99_o102_f0_pts.sym.61_repeat,new,752,412.0,1.0
DB0-m3_o96_o21_f0_fsc.sym.15_repeat,original,4059,,
DB0-m29_o91_o46_f0_pts.sym.3_repeat,original,585,,
DB7-ddmof_3903_repeat,new,6058,2985.0,6.0
DB0-m3_o450_o22_f0_fsc.sym.22_repeat,new,3556,1886.0,4.0
DB0-m2_o8_o11_f0_pcu.sym.22_repeat,original,1833,,
DB0-m2_o13_o23_f0_pcu.sym.79_repeat,new,1003,519.0,2.0
DB5-hypotheticalMOF_17595_1_0_1_2_7_6_repeat,original,5444,,
DB0-m3_o13_o14_f0_pcu.sym.82_repeat,new,2303,1146.0,3.0
DB0-m3_o420_o158_f0_fsc.sym.1_repeat,new,3495,1841.0,4.0
DB0-m3_o8_o12_f0_pcu.sym.113_repeat,new,3959,2122.0,5.0
DB0-m3_o12_o21_f0_pcu.sym.34_repeat,original,2216,,
DB0-m9_o7_o25_f0_sra.sym.50_repeat,new,4344,2325.0,5.0
DB5-hypotheticalMOF_5035272_1_0_1_12_13_7_repeat,new,5609,2742.0,6.0
DB0-m3_o25_o150_f0_fsc.sym.27_repeat,new,3269,1713.0,4.0
DB0-m3_o1490_o22_f0_fsc.sym.74_repeat,original,2447,,
DB0-m3_o16_o22_f0_pcu.sym.30_repeat,new,2810,1466.0,3.0
DB0-m3_o10_o19_f0_pcu.sym.1_repeat,original,1966,,
DB6-cuf_8915_repeat,original,5958,,
DB0-m2_o16_o28_f0_pcu.sym.16_repeat,new,1143,603.0,2.0
DB0-m29_o81_o530_f0_pts.sym.10_repeat,original,180,,
DB0-m3_o7_o23_f0_nbo.sym.16_repeat,new,3908,2094.0,5.0
DB5-hypotheticalMOF_5043057_1_1_1_20_25_5_repeat,original,5647,,
DB12-NIHBEM02_clean_repeat,original,5181,,
DB0-m3_o7_o9_f0_nbo.sym.137_repeat,original,3932,,
DB0-m2_o14_o25_f0_nbo.sym.37_repeat,new,1057,550.0,2.0
DB0-m3_o47_o23_f0_fsc.sym.110_repeat,new,3589,1904.0,4.0
DB0-m3_o21_o45_f0_fsc_repeat,new,3132,1644.0,4.0
DB0-m3_o9_o13_f0_pcu.sym.69_repeat,original,4086,,
DB7-ddmof_1326_repeat,original,5985,,
DB5-hypotheticalMOF_27298_0_0_2_9_9_7_repeat,new,5488,2673.0,6.0
DB0-m3_o11_o23_f0_pcu.sym.26_repeat,original,2081,,
DB0-m29_o80_o148_f0_pts.sym.82_repeat,original,91,,
DB0-m2_o14_o22_f0_nbo.sym.34_repeat,new,1040,541.0,2.0
DB0-m2_o6_o7_f0_nbo.sym.18_repeat,new,1756,938.0,2.0
DB0-m3_o44_o158_f0_fsc.sym.8_repeat,original,3536,,
DB0-m3_o11_o29_f0_pcu.sym.89_repeat,original,2188,,
DB0-m2_o7_o18_f0_pcu.sym.44_repeat,original,1781,,
DB0-m29_o92_o93_f0_pts.sym.25_repeat,new,625,361.0,1.0
DB0-m23_o17_o19_f0_pcu_repeat,original,70,,
DB0-m3_o105_o4_f0_fsc.sym.47_repeat,original,1952,,
DB0-m2_o11_o23_f0_nbo.sym.60_repeat,new,890,480.0,1.0
DB0-m9_o1_o22_f0_sra.sym.26_repeat,original,4242,,
DB0-m3_o520_o1_f0_fsc.sym.11_repeat,new,3728,1987.0,4.0
DB0-m2_o3_o6_f0_pcu.sym.8_repeat,original,1596,,
DB0-m3_o47_o23_f0_fsc.sym.86_repeat,new,3593,1906.0,4.0
DB0-m3_o7_o9_f0_nbo.sym.93_repeat,original,3933,,
DB0-m2_o11_o21_f0_pcu.sym.82_repeat,original,878,,
DB15-msw_N144_E81_opt_repeat,original,5355,,
DB0-m3_o11_o29_f0_pcu.sym.79_repeat,original,2182,,
DB0-m29_o99_o1470_f0_pts.sym.36_repeat,original,765,,
DB0-m29_o84_o1470_f0_pts.sym.96_repeat,new,294,158.0,1.0
DB0-m3_o4_o25_f0_pcu.sym.67_repeat,original,3662,,
DB0-m2_o7_o20_f0_pcu.sym.53_repeat,new,1787,955.0,2.0
DB0-m29_o89_o430_f0_pts.sym.76_repeat,original,446,,
DB0-m29_o89_o540_f0_pts.sym.23_repeat,original,469,,
DB0-m3_o11_o17_f0_nbo.sym.122_repeat,original,2043,,
DB0-m2_o15_o24_f0_nbo.sym.81_repeat,new,1093,575.0,2.0
DB0-m29_o89_o1490_f0_pts.sym.5_repeat,new,433,253.0,1.0
DB0-m2_o17_o22_f0_pcu.sym.89_repeat,original,1162,,
DB0-m3_o6_o25_f0_pcu.sym.101_repeat,new,3843,2055.0,5.0
DB0-m3_o4_o20_f0_pcu.sym.89_repeat,new,3649,1934.0,4.0
DB0-m3_o115_o159_f0_fsc.sym.29_repeat,original,2003,,
DB6-cuf_4907_repeat,new,5876,2886.0,6.0
DB0-m29_o91_o430_f0_pts.sym.13_repeat,new,578,332.0,1.0
DB0-m3_o12_o23_f0_pcu.sym.7_repeat,original,2233,,
DB0-m29_o83_o149_f0_pts.sym.76_repeat,new,246,129.0,1.0
DB0-m9_o20_o23_f0_sra.sym.108_repeat,original,4249,,
DB0-m29_o88_o143_f0_pts.sym.46_repeat,new,368,208.0,1.0
DB0-m3_o4_o25_f0_nbo.sym.141_repeat,new,3660,1940.0,4.0
